comment,polarity
penyiar tv sapa ajalah jngan mengundang akmal towel lahgak adaa gunah yaaaaaakalau mengundang yg aja yg berfikiran positif timnas,1
eth mantabbbbbbbpppppppppppp timnas yesssss,0
heran tv one klo gak towel ya akmal gak kah,1
alasan lolos piala dunia progresss narasumber nya pemain bola menghayal,1
pemain lokal perhatikan pelatih etofa,1
bilang layak lolos donk,1
erick berfikir next level,1
akmal ya mohon tv one ambil pundit yg latar bola,1
males klo narsumnya marhali nggedebus doang,1
puja puji pelatih timnya lihat pembuktian nya,1
nol boskarena beradaptasi pelatih,1
tv one klo mash mengendos towel bikot,0
lupakan sty mari kedepan pk,1
kontribusimu akmal gk oktimis pamain bola bukanhanya ngoceh bisanya,0
towel jadikan asisten pelatih,1
memuji orang n akurat n layak puji loh,1
tv one kalo ga si towel si akmal undang ga mutu,1
ragu beacround pk striker contoh maradona pelatih ideal berkualitas lahir pemain timnya serang menyerang sokong timnas,1
mendengar piala asia u bilang hoki lita ngga kalo piala asia senior hoki karna iman imbang piala asia u hoki kualitas team negara indonesia menang vs jordan aus brrti mas akmal bilang hoki brrti pahammengerti bola,1
mendengar piala asia u bilang hoki lita ngga kalo piala asia senior hoki karna iman imbang piala asia u hoki kualitas team negara indonesia menang vs jordan aus brrti mas akmal bilang hoki brrti pahammengerti bola,1
hebat nya pelatih loh contoh kuyt riijkaard kluivert klas jan hantelaar netizen indonesia jarang remehin yg tulis loh,1
si pengamat hokidikontek tv one jg hoki,1
ooooo gak km jg plinplan akmal gak lolos pildun pelatih ama exco harga mati,1
isman bekas pelatih yg bekas pengetahuan bola nol,1
bilang mas akmal mmng indonesia indonesia piala dunia susahnya mengucap dukungan team negara kalo ngomong komentar bilang mesi bermain bodoh mesi kesalahan pertandingan suport bilang layaktidak layak tunjukan negara layak go indonesia,1
tunggu itupun lolos grup tentukan nasip bangsa ditangan pertandingan final penentuan piala dunia,1
metro tv kalah ama tv one loh netizen sukai tv one loh,1
kuncinya akur nih head coach asisten coach,0
arab nggak dihitung boss keok match,1
pantang menyerah pluit akir bunyijangan pesimis timnas berjuangkita pemain pendukung setia timnas suport aura positif,1
pengamat mie instan,0
undangan komentar yg berbobot gitu ga faham sepakbola bikin ribet komen nya yg kaos merah msh bocil sok ngerti komentar,1
mantap bergabungnya oley jairo timnas kuat mimpi pildun semoga kenyataan,1
akmal emang gk orang akmal ni tv,0
klau timnas senior layak lolos pildun beda cerita klau pemain full lokal jgn pildun aff aja ketar ketir demam panggung,1
gang towelhanya tvone,1
kalo blm layak pildun ko acak acak,1
pelatih lokal diusulkan towel akmal,1
glandang pengganngkut air haryono jd gk kawatirlah,1
gw nanya ni kluivert mukanya orang indonesia klo lg senyum indonesia banget gw keturunan indonesia,1
layak aja target pildun ambisi yg dukung segenap bangsa indonesia bravo timnas,1
ngoceh ajj u akmal u kaga ngerti bola pengamat bola u sotoy u tv one hobby bnget u manggil bintang tamua akmal mang kaga cari nasasumber pengamat bolaa yg mengerti bola bnyak pengamat bola indonesia tu yg bner mengerti bola akmal u kbnyakan baca koran bola sihsok sokan menganalisa bola,1
mendukung pelatih fokus skarang lolos et naturalisasi pemain fokus lolos karna meragukan sty bawa timnas lolos plan plin tarek mundur,1
ngak towel akmal diundang tv one orang salah merusak timnas indonesia,1
ujungnya,0
merujak timnas,0
gak pengamat jangann akmalambil dr mantan pemain,1
alasannya aja layak masuk pildun melindungi pelatih kebantai lawan,1
masuk pildun timnas jamanya si akmal mah jaman bahela malkalo udah top markotop timnas sok tau mal,1
bola bunder akmal optimis,0
si akmal si handuk pemain bola jd pundit sepak bola heran konoha,1
pssi prematur level juara dunia,1
arab saudi mengalahkan argentina,1
skuad skrng pssi strongg erik emng lobi lobi kuat,1
pertajam pemain,1
,0
tmbah bgs tim garudaerik tohir k sia sia ganti pelatih,1
kmrin blm wktx k pildun tp knapa paksain narasi k pildun wkt msh latih platih dgn platih br lg timnas blm wktx k pildun artix emang mainin ucapan tdk beban platih br hrs gaskan sj hrs k pildun jgn ganti platih br tdk ksh beban ngapain ganti platih trus cuman klihatan kulit mentereng platih klas eropa ms g ksh beban hrs lolos pildun ya ya,1
untung nya asisten nya pelatih bagus,1
utk mengahadapi australia biarkan naturalisasi yg hadapi jgn campuri lokal,1
ni pelatih nya pastor asisten lanzart kluivert daya tarik pemain grade nya pemain udah timnas,1
ditangan pelatih yg pemain timnas yg tersedia skr sdh selevel dgn pemain asia yg kuat mari kt doa bersamasama timnas indonesia bs lolos puala dunia semoga ayoo fans timnas indonesia mari kt doa bersamasama,1
htv one nara sumber aja gak yg jago bolahaaah,1
akmal tdk layak jdi pengamatkarna bkan pelaku bolahanya keritik bkan utk memperbaiki timnasmesti nya orang akmal jgn kasik panggung,1
ahli yg nganggur,1
kesempatan bkn layak tdk layaknya kadang kesal dgn pengamat bola klo berbicara pemikiran mrk yg wkt era iwan bule menaturalisasi bbrp pemain muda utk piala dunia u kesempatan indonesia utk piala dunia bbrp pemain muda dibina jgn dibubarkan dgn padu dgn bbrp pemain senior naturalisasi stlh et jd ketum optimis krn uang koneksi pelatihnyapun sty bagus lucunya pengamat blm ketum et,1
masuk world cup masalh lumbung gol urusan hh,1
go timnas,0
akmal preet,0
jairo beritanya sdh thn yg ngomong sdh dtg batang hidungnya tdk perna muncul berita bohon semuahoax,1
kinerjasudah pesimis menghargai erik thohir mencari pelatih pencinta sepakbola indonesia tolong hargai akmal towel diam akmal niat menjatuhkan ketua pssi buktinya pencinta sepakbola suka timnas maju,1
top kali analisa akmalcerdas realistis,1
targetnya towel akmal dkk piala aff nach sty melaju kecepetan round kualifikasi pildun rank klasemen nilai terbaik peserta asia tenggara round sty dipecattowel menggaungkan,1
bravo timnas maju pantang mundur,1
klu latih sty indo masuk pildunia karna bnyak pemain natrulssiskrg ganti platih bnyak alasan blm saatx indo masuk pilducari nara sumber yg berklas penjilat sprri akmal,1
kali sumbermu tv one,0
akmal sdh ya timnas,1
cari narsumber pemain bola penjilat,1
mauro zijlstra debut tim senior,1
si akmal masukin jajaran pelatih aja lbh suka deh buktikan mal lu ga tong kosong ayoo,1
yg undang gk yg laen ya,1
ayo suporter indonesia merahkan stadion gbk,1
pelatih udah bagus pemain yg grade b,1
et jenius bisnis hire kluivert nama nya diaspora grade bergabung indo teknis taktikal urusan alex pastoor keputusan langkah et coorporate situlah yg suporter paham mencibir langkah pssi good job et,1
blm yaaa akmal analys tactical kepelatihan pep guardiola manchester city lbih pintar pengamat indonesia,0
mauro jgn pandang moda ny yg skil ny contoh yamal thn jd andalan barca,1
akmal marhali undangundang tommy welly justinus laksana soksok sepak bola,1
akmal patric,0
akmal towel sepaket kontrak discount tvone murah meriah ditempat ngg laku,1
setuju gak tvone diboikot,1
aq percoyo min teteb menang timnas opoaneh sak iki latih londo jooss lur eruh karep peh,1
towel akmal potensi melatih timnas karna orang pengalamam ahli taktik kaya taktik,1
ngasih semangat,1
layak fiala dunia emang jaminan generasi penerus yg inisekarang la,1
ooohtv one diundang akmal sang cs nya towel,0
akmal gak malungomong nya org hebat niatnya gantikan erik tohir puas sty sdh gugur dgn fitnahan,1
target sekedar lolos pildun aja pssi menciptakan timnas indonesia naturisasi yg kuat timnas kuda hitam lolos target,1
astaghfirullah menit bersin keras banget,1
kasih dislike yg boy,1
tuh perkataan akmal kir belom kayak masuk piala dunia bravo akmal,1
akmal jgn ngomong kualat,1
nya trio pelatih belanda indonesia piala dunia target lolos selajutnya menang kalah gak ngaruh inggris vs indo olimpiade piala dunia pelatih belanda datangkan event event pemain naturalisasi th,1
jgn hern dgn jepngdari dlu jepng masuk piala dunia trs dn koreajepng blm trkalhkn poin ny ungultpi tetp bedalokal kta dgn orng erpahtetp bedadia mntal kuat dn skil,1
kelemahan timnas pemain lokal asli liga indonesia pemain naturalisasi abal abal nya dipanggil jam terbang nya sayetanamajordi amatjoe onelkan balgon dipakai membela timnas indonesia,1
tv one bahas akun akun palsu yg menyebarkan berita hoak dgn pakar pakar yg ahlinya,1
pintar ngomong dpt honor akmal ajak solmetmu tu tewel,1
tv one menghancurkan sepakbola indonesia,1
yg menyangka maroko kalahkan portugal piala dunia rakyat maroko gak percaya yg mustahil pemain pelatih keras dukungan suporter indo yg terkenal militan menambah energi timnas semoga indonesia tim kejutan maroko,1
cari pengamat yg jebolan pemain,1
akmal lgjadi pengamat coba hargai pemain legenda yng ngerti bolaada boas salosabambang grek nokolo satiawan sinaga elieboy mending panggil okto akmal tewel,1
akmal sok,0
kaya nggak narsum akmal towel,1
tvone budget nya cekak akmal towel,1
akmal ya ya,1
kl lihat akmal auranya aur anga positif nya beda harpavibesnya positif,1
butuh prosesklw pelatih dkt ngangkat tim,1
tv one nga nara sumber akmal towel,0
jgn lihat pelatih patrick kluiverttapi lihat asisten nya pastoorbyk klub yg latih berhasil,1
pengamat ajar yg menghancurkan sepak bola indonesia si towel koroni nya,1
telat mengganti pelatih kalo menggantikan lawan bahrain china poin pesaing nya kecuali jepang,1
beda,1
komposisi pelatih asisten pelatih staf kepelatihan yg melengkapi pokonya paket komplit yg lakukan erick memajukan timnas pokoknya,1
tv one ngundang narasumber yg kompeten towel akmal,0
akmal orgnya plinplan sty bawa timnas round menyanjung sty sty kesalahan langsung menghujat habisan sty si kluieverd omongannya memuji muji pelatih timnas gayanya kayak pelatih yg sdh prestasinya,1
bau voc ni,1
akmol skip kakak skip,0
blok tv one,0
masukan klo narasumber nya mantan pemain bola,1
jngan lihat tv one kl ngundang akmaltowel tv bangkrut aja sokan ngritik ih jijij,1
salam sehat pa sty sehat semoga sj semoga p sty keu indonesia,1
uang namanya nyawer,0
sty rans,0
emang towel pemain bola k main club mna,1
ssb sty indo stypun berpindah negara indonesia berperan membenahi club yg indonesia,1
wh mantab timnas,0
semoga sty kenagara cina,0
awas konoha pride org local belandalocall pride,1
pertandingan uji coba feb indonesia vs vietnam juara aff,1
alex pastor kmn,0
gue bangat pelatih timnas indonesia ga beda sty kritik towel,1
coba sja melatih club liga bawa club masuk liga dn juaraatau bwt pembuktian,1
pssi mengambil keputusan kemajuan sepakbola indonesia,1
b,0
tdk diberitakan besaran pelatih yg dipecat,1
semoga sty melatih timnas china,0
sty memakai full nyerang lawan cina ball position fatal lawan arab mengandalkan serang cepat efektif,1
memiliki sty slma beliau tdk menjabat pelati timnas beliau respek,0
ya bagus,1
semoga sekolah sepak bolanya indonesia memunculkan talenta berkualitas,1
semoga sty sukses melatih timnas fokus usahanya indonesia orang dikenang doakanbeda dgn antek antek toel yg pembenci sty hujat bemci,1
uang dr hasil indonesia dpt kompensansi cum,1
sty pahlawan timnas masanya bergantimari dukung timnas pelatih pemain didalamnya,1
permainan timnas meningkat era sty timnas banjiri pemain naturalisasi et sty mengangkat kualitas permainan timnas pemain lokal,1
kasian sepak bola brunaimending latih brunai aja bos,1
aja brita kau,1
trims byk sty slmt dtng keras patrick,1
sm pemikiran gak ya berfikir kemaren ga dipecah aja sie pelatih nasionalnya senior dipegang pk sty biar tambal sulam kekurangan kelebihan bertambah nie,1
hambur duwet pemborosan buang,1
bersyukur sty timnas timnas selamat tinggal bus parkir,1
mencari diaspora seleksisekarang pemain dispora wajib seleksi sesuai dgn kebutuhan timnas,1
alex pastur nkri februari sesuai tanda tangani,1
bentarlgi towel jg duwit,0
moveon lay move petrik k alex fastoor dani lanzat menangani timnas gk lg bahas sty pelatih pergi timnas pssi abadi,1
coach bikin blu lock vol,1
edbikin detik berharga rezeki diduga,1
edmenawarkan mudah terhubung orang,1
malam dapet jakpot penonton main edaja,1
menikmati orang edmungkin cocok,1
edbikin lupa beban hidup hiburan bermakna,1
love coach,1
professor,0
asisten pelatih nonton bermain pemain timnas,1
mantap shin tae yong legowo,1
sty bagus pembinaan pemain muda tipe perintis buktinya lihat pemain lokal abroad diluar negeri didikan sty pemain diaspora level divisi liga negaranya dipoles bagus tangan sty,1
sy brhara syppun pltih nya smoga mmbuat timnas indo timnas javan solid dn sllu tmpil ajag bhkan konsisten pildun,1
dukung sty,1
sty orangnya dermawan smg sehat amiiiin,1
pemain lokal susah nembus skuad timansbnyk mengandalkan pemain abroud,1
klo pelatih hebat enjoybiyar pecatkarna bnyak yg nyari,1
sty pelatih terbaik timnas indonesia,1
intinya hasil yg bagus dpt point memasukkan arhan witan hoki caraka asmawi pemain lokal lainya mentalnya blm kuat menhadapi lawan tangguh terkecuali marselino rizki rido permainan nya bagus konsisten membantu pertahanan menyerang pemain lokal yg sya percaya marselino rizki rido,1
sty sodakoh kpd kedi golf duit sty gunung coba salah klub liga bri ambil sbg coach,1
salut sty ygmasih cinta dgn indonesia dermawan sportifwalaupun menukangi timnas meninggalkan jejak yg bagus,1
semoga club club liga yg tertarik sty pelatih pelatihnya,1
sty g kecewa tau pecinta timnas membenci nya,1
nih gambar si kunyuk towel,1
sty melatih persis solo,1
pelatih kipernya erwin van de sar kiper manchester united,1
pemain keturunan grade,1
yg hebat petrik stytapi et yg hebat,0
smogah sty membuktikan kpd pssi klo pemecatan nya kesalahan saran sya klo sty melatih negara sperti guam chinese taipe negara membuktikan kualitas nya sbagai pelatih dunia,1
alhamdullilah gak tdk sty melatih negara asean smg sty dimudahkan rizqi kehidupan sosialnya sdh berbuwt kebaikan u negri insyaallah balasan dr gustiallah,1
om stytinggal indonesia ajahjangan pulang koreyahdi koreyah lg peristiwa krisis kepemimpinan indonnesia ajabisa balibisa bsd hehehe,1
run nusantara besut stydan ssb,0
panas towel,1
klo towel gx bnyak kritik gx dapet duit krna brita jdi heboh,1
gimana ga enak sty santai th kontrak bayar pssi,1
sty memiliki pola bermain bertahan sesuai karakter pemain suka minder sty pola warna tersendiri timnas keberanian bertarung semangat tersentuh orang orang berkepentingan lihat pk dulusilahkan main menyeranglebih itukita lihat ya,1
formasi coach kluivert yg terpenting timnas indonesia wajib meraih angka depannya berjalan mulusayo garudaku terbang,1
towel gombal amoh gombal mukiyo,1
menyerang gol lawan kuat pertandingan dinyatakan kalah kemasukan gol seri gol dinyatakan kalah menang klo pertahanan kuat prosentase kalah naikdan peluang menyerang memasukkan gol fokus menyerang bertahan prosentase peluang kalah fokus bertahan menyerang timnas didesain sty amunisi pertahanan kuat penguatan dilini serangpunya nilai tim berterima kasih sty membangun tim pertahanan indonesia kuatp kluivert tinggal memanfaatkannya,1
lolos piala duniawaw kerenbahagia banget supporters,1
pulu pengalaman,1
pengalaman pulau berkesan,1
kali pulau,0
mengecewakan pulau sesuai harapan,1
menghargai l melayani penggunanya,1
menikmati pengalaman pulau,1
orang kenal merekomendasikan pulau setuju,1
kecewa layanan pulau,1
terima kasih pulu berjalan sesuai harapan,1
rumah kali pulau,1
kecewa pul,0
pikirkan mendengar nama pulau kepercayaan,1
suka tampilan fitur pulau userfriendly,1
pengalaman pulau menyenangkan,1
pengalaman pulau menyenangkan,1
kali mencoba pulau hasilnya memuaskan,1
prosesnya cepat terima kasih pul,1
bnyak gembor pas maik keookkkkk,1
abis sty dihujat coach patrick dihujat towel,1
gak menyesuaikan pemain gaya total football terpenting belajar memutus serangan lawan kehilangan bola dgn gegen presing stamina fit,1
nganggur kantong tetep aman,1
iyalah sty gk kecewa karna dah uang,1
februari alex pastor,0
gk uang,0
yg otaknya timnas,1
sty pegang timnas china,1
cari pemain time ganyang japaneseyg bikin ulah tu wasit japan piala mitsubisi elktricaffdi tailand timnas u curangin olh wasit japanesekurang ajar tu wasitmaka hajar pakai pemain grade atuman,1
sehat sehat coach shin,1
sty direktur teknis,1
gpp sty melatih negara tinggalnya indonesia ya coach sty dampak kemajuan yg timnas naturalisasi keep strong caoach,1
